source,source_id,company,title,url,initial_decision,final_decision,verification_status,confidence,florida_eligible,remote_status,employment_type,salary_min,salary_max,travel_percentage,clearance_required,sponsorship_status,evidence,unresolved,verified_at
lever,529edd7b-5e37-4d8c-9b91-c48776764e70,Arcadia,Business Development Representative,https://jobs.lever.co/arcadia/529edd7b-5e37-4d8c-9b91-c48776764e70,verify,verify,unresolved,0.69,,remote,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.766422+00:00
lever,648a0928-f5df-4d5e-856b-a9a7a9115cc6,Arcadia,Chief of Staff - Commercial Strategy,https://jobs.lever.co/arcadia/648a0928-f5df-4d5e-856b-a9a7a9115cc6,verify,verify,partial,0.83,True,remote,full-time,,,,,,Posting permits remote work throughout the United States.,compensation,2026-08-31T12:36:58.767740+00:00
lever,878f8c29-b287-488d-b6c0-e65e059f24b4,Arcadia,Customer Success Manager,https://jobs.lever.co/arcadia/878f8c29-b287-488d-b6c0-e65e059f24b4,verify,verify,partial,0.59,,remote,contract,,,,,,Posting indicates non-full-time employment.,florida_eligibility | employment_type | compensation,2026-08-31T12:36:58.769672+00:00
lever,894ccc47-f430-4391-8dc1-063079c602db,Arcadia,"Director, Analytics",https://jobs.lever.co/arcadia/894ccc47-f430-4391-8dc1-063079c602db,verify,verify,partial,0.83,True,remote,full-time,,,,,,Posting permits remote work throughout the United States.,compensation,2026-08-31T12:36:58.770618+00:00
lever,27185ca2-8b98-4b80-9098-e69b74818b61,Arcadia,"Director, Training and Enablement",https://jobs.lever.co/arcadia/27185ca2-8b98-4b80-9098-e69b74818b61,verify,verify,partial,0.83,True,remote,full-time,,,,,,Posting permits remote work throughout the United States.,compensation,2026-08-31T12:36:58.772036+00:00
lever,facff254-78e3-4328-83f4-fd13fa7ef627,Arcadia,Enterprise Implementation Manager,https://jobs.lever.co/arcadia/facff254-78e3-4328-83f4-fd13fa7ef627,verify,verify,unresolved,0.69,,remote,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.773606+00:00
lever,bc61c1d1-8824-43b3-a90d-a0016c8c5989,Arcadia,Head of Revenue Operations,https://jobs.lever.co/arcadia/bc61c1d1-8824-43b3-a90d-a0016c8c5989,verify,verify,partial,0.83,True,remote,full-time,,,,,,Posting permits remote work throughout the United States.,compensation,2026-08-31T12:36:58.774990+00:00
lever,af9ca658-6c46-46fd-a02b-6a3d2d0b0811,Arcadia,Implementation Manager,https://jobs.lever.co/arcadia/af9ca658-6c46-46fd-a02b-6a3d2d0b0811,verify,verify,partial,0.59,,remote,contract,,,,,,Posting indicates non-full-time employment.,florida_eligibility | employment_type | compensation,2026-08-31T12:36:58.776214+00:00
lever,16fb294b-eb50-4f1d-a3e9-fd0c34a8594e,Arcadia,Lead Analytics Engineer - Data Modeling & Quality,https://jobs.lever.co/arcadia/16fb294b-eb50-4f1d-a3e9-fd0c34a8594e,verify,verify,partial,0.83,True,hybrid,full-time,,,,,,Posting permits remote work throughout the United States.,compensation,2026-08-31T12:36:58.777305+00:00
lever,47266731-ae74-43bc-9d25-13d9662b628c,Arcadia,Office Support Coordinator,https://jobs.lever.co/arcadia/47266731-ae74-43bc-9d25-13d9662b628c,verify,verify,unresolved,0.57,,onsite,part-time,,,,,,,florida_eligibility | employment_type | compensation,2026-08-31T12:36:58.778145+00:00
lever,8d01e985-fc84-4097-ab31-ca2a328d8e11,Arcadia,"Principal Product Manager, AI Product",https://jobs.lever.co/arcadia/8d01e985-fc84-4097-ab31-ca2a328d8e11,verify,verify,partial,0.83,True,remote,full-time,,,,,,Posting permits remote work throughout the United States.,compensation,2026-08-31T12:36:58.779260+00:00
lever,631c2c22-0759-4f84-a9a1-11305917c510,Arcadia,Principal Software Engineer-Platforms,https://jobs.lever.co/arcadia/631c2c22-0759-4f84-a9a1-11305917c510,verify,verify,partial,0.83,True,remote,full-time,,,,,,Posting permits remote work throughout the United States.,compensation,2026-08-31T12:36:58.780495+00:00
lever,de04a85c-78c2-4b90-ad4e-31c94e0987f3,Arcadia,Revenue Operations Staff Systems Engineer,https://jobs.lever.co/arcadia/de04a85c-78c2-4b90-ad4e-31c94e0987f3,verify,verify,partial,0.71,True,remote,full-time remote,,,,,,Posting permits remote work throughout the United States.,employment_type | compensation,2026-08-31T12:36:58.782074+00:00
lever,371d9d87-3684-4acb-b73c-202855b329a6,Arcadia,"Senior / Lead Analyst, Customer Insights",https://jobs.lever.co/arcadia/371d9d87-3684-4acb-b73c-202855b329a6,verify,review,complete,0.95,True,remote,full-time,125000,145000,,,,Posting permits remote work throughout the United States.,,2026-08-31T12:36:58.783692+00:00
lever,67cc8e4a-92bc-4d3b-a158-1098c15939e0,Arcadia,"Staff Applied AI Engineer, Product & Agent Performance",https://jobs.lever.co/arcadia/67cc8e4a-92bc-4d3b-a158-1098c15939e0,verify,verify,partial,0.83,True,remote,full-time,,,,,,Posting permits remote work throughout the United States.,compensation,2026-08-31T12:36:58.784818+00:00
lever,33ccf13c-8a8a-4c09-9f4a-e3edc893e9f2,Arcadia,"Vice President of Sales, Payor",https://jobs.lever.co/arcadia/33ccf13c-8a8a-4c09-9f4a-e3edc893e9f2,verify,verify,partial,0.59,,remote,contract,,,,,,Posting indicates non-full-time employment.,florida_eligibility | employment_type | compensation,2026-08-31T12:36:58.785755+00:00
lever,2095cc98-e1ea-4343-a7b9-1490dde535fd,Arcadia,"Vice President of Sales, Provider",https://jobs.lever.co/arcadia/2095cc98-e1ea-4343-a7b9-1490dde535fd,verify,verify,partial,0.73,True,remote,contract,,,,,,Posting permits remote work throughout the United States. | Posting indicates non-full-time employment.,employment_type | compensation,2026-08-31T12:36:58.786758+00:00
lever,764b77ec-f006-4043-a099-edfdd0fb6bfd,Swiftly,Careers at Swiftly: Open Application,https://jobs.lever.co/goswift/764b77ec-f006-4043-a099-edfdd0fb6bfd,verify,verify,unresolved,0.69,,remote,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.787547+00:00
lever,06a73dca-bc19-4389-90f6-73958c45e906,Swiftly,Customer Training & Adoption Specialist(SaaS),https://jobs.lever.co/goswift/06a73dca-bc19-4389-90f6-73958c45e906,verify,verify,unresolved,0.81,,remote,full-time,74000,124000,,,,,florida_eligibility,2026-08-31T12:36:58.788951+00:00
lever,c3bbbce9-2e2a-4db9-a193-33d2d796e6b8,Swiftly,Director of Communications,https://jobs.lever.co/goswift/c3bbbce9-2e2a-4db9-a193-33d2d796e6b8,verify,verify,unresolved,0.81,,onsite,full-time,153750,205000,,,,,florida_eligibility,2026-08-31T12:36:58.790198+00:00
lever,4102c7dd-e2b8-44d6-90e0-d0076e888dbb,Swiftly,"Engineering Manager, IoT",https://jobs.lever.co/goswift/4102c7dd-e2b8-44d6-90e0-d0076e888dbb,verify,verify,unresolved,0.81,,remote,full-time,155000,240000,,,,,florida_eligibility,2026-08-31T12:36:58.791440+00:00
lever,8d47c7e3-34c9-427d-9836-eebc128ad7b0,Swiftly,"Sales Manager, SMB",https://jobs.lever.co/goswift/8d47c7e3-34c9-427d-9836-eebc128ad7b0,verify,verify,unresolved,0.81,,onsite,full-time,120000,201300,,,,,florida_eligibility,2026-08-31T12:36:58.792646+00:00
lever,10c08b9a-0eef-4db7-aa4a-20e86543ca58,Swiftly,Senior Account Manager,https://jobs.lever.co/goswift/10c08b9a-0eef-4db7-aa4a-20e86543ca58,verify,verify,unresolved,0.81,,onsite,full-time,117000,180000,,,,,florida_eligibility,2026-08-31T12:36:58.793752+00:00
lever,c71cbfaa-bec4-42f7-a0b5-ed502ec9f034,Swiftly,Senior Account Manager — Talent Community,https://jobs.lever.co/goswift/c71cbfaa-bec4-42f7-a0b5-ed502ec9f034,verify,verify,unresolved,0.69,,onsite,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.794361+00:00
lever,83c229cb-65aa-4eee-956c-98029d160a3a,Swiftly,Senior Platform Engineer,https://jobs.lever.co/goswift/83c229cb-65aa-4eee-956c-98029d160a3a,verify,verify,unresolved,0.69,,onsite,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.795533+00:00
lever,d446e305-3904-4cc6-b11b-77a4aea2b0f3,Swiftly,Senior Product Designer,https://jobs.lever.co/goswift/d446e305-3904-4cc6-b11b-77a4aea2b0f3,verify,verify,unresolved,0.81,,onsite,full-time,120000,160000,,,,,florida_eligibility,2026-08-31T12:36:58.796780+00:00
lever,5e98cddf-65e5-427a-807b-bc604802eb86,Swiftly,Senior Software Engineer (IoT),https://jobs.lever.co/goswift/5e98cddf-65e5-427a-807b-bc604802eb86,verify,verify,unresolved,0.81,,remote,full-time,124000,205000,,,,,florida_eligibility,2026-08-31T12:36:58.797933+00:00
lever,ae7b1e71-b783-4677-9cfa-dcce51333dfa,Swiftly,Software Engineer - Full-stack,https://jobs.lever.co/goswift/ae7b1e71-b783-4677-9cfa-dcce51333dfa,verify,verify,unresolved,0.81,,onsite,full-time,130000,180000,,,,,florida_eligibility,2026-08-31T12:36:58.798890+00:00
lever,81df24b8-d3f6-463b-b273-cc0bc2e11383,Swiftly,Solutions Engineer,https://jobs.lever.co/goswift/81df24b8-d3f6-463b-b273-cc0bc2e11383,verify,verify,unresolved,0.81,,onsite,full-time,120000,155000,,,,,florida_eligibility,2026-08-31T12:36:58.800075+00:00
lever,7ac1f73a-693c-4972-8cd8-675e81489589,Vida Health,"Director, Health Economics & Outcomes Research (HEOR)",https://jobs.lever.co/vida/7ac1f73a-693c-4972-8cd8-675e81489589,verify,verify,partial,0.59,,remote,full time- exempt,,,,,not-offered,Posting states that employment sponsorship is not offered.,florida_eligibility | employment_type | compensation,2026-08-31T12:36:58.801384+00:00
lever,dcc99259-da66-4a03-92a8-39ba191cd9bc,Vida Health,Health Coach,https://jobs.lever.co/vida/dcc99259-da66-4a03-92a8-39ba191cd9bc,verify,verify,partial,0.61,,remote,contract,,,,,not-offered,Posting indicates non-full-time employment. | Posting states that employment sponsorship is not offered.,florida_eligibility | employment_type | compensation,2026-08-31T12:36:58.802417+00:00
lever,01657eb1-f6ac-4f4d-870a-8b840dd6f0a5,Vida Health,Member Services Agent I,https://jobs.lever.co/vida/01657eb1-f6ac-4f4d-870a-8b840dd6f0a5,verify,verify,unresolved,0.57,,remote,full time- non-exempt hourly,,,,,,,florida_eligibility | employment_type | compensation,2026-08-31T12:36:58.803094+00:00
lever,6775346c-08ba-4eae-b43e-d5da8788c2a4,Vida Health,Nurse Practitioner,https://jobs.lever.co/vida/6775346c-08ba-4eae-b43e-d5da8788c2a4,verify,verify,partial,0.59,,remote,full time - non-exempt/hourly,,,,,not-offered,Posting states that employment sponsorship is not offered.,florida_eligibility | employment_type | compensation,2026-08-31T12:36:58.803972+00:00
lever,c04c3a7c-3a21-4d07-8110-6799220344fa,Vida Health,Registered Dietitian,https://jobs.lever.co/vida/c04c3a7c-3a21-4d07-8110-6799220344fa,verify,verify,partial,0.61,,remote,contract,,,,,not-offered,Posting indicates non-full-time employment. | Posting states that employment sponsorship is not offered.,florida_eligibility | employment_type | compensation,2026-08-31T12:36:58.804892+00:00
lever,f47f1eb0-0307-4485-8ad1-043987ed129c,Vida Health,Senior Backend Software Engineer IV,https://jobs.lever.co/vida/f47f1eb0-0307-4485-8ad1-043987ed129c,verify,verify,partial,0.59,,hybrid,full time- exempt,,,,,not-offered,Posting states that employment sponsorship is not offered.,florida_eligibility | employment_type | compensation,2026-08-31T12:36:58.806251+00:00
lever,5c3c42e1-baac-42a9-b195-c65e0b3e4573,Vida Health,Senior Product Manager- Member Experience,https://jobs.lever.co/vida/5c3c42e1-baac-42a9-b195-c65e0b3e4573,verify,verify,unresolved,0.57,,onsite,full time- exempt,,,,,,,florida_eligibility | employment_type | compensation,2026-08-31T12:36:58.807100+00:00
lever,7c8d06d3-7c41-46a4-8c3d-d9c59e7a8c9f,Vida Health,Staff Physician (MD/DO)- 100% Remote,https://jobs.lever.co/vida/7c8d06d3-7c41-46a4-8c3d-d9c59e7a8c9f,verify,verify,partial,0.59,,remote,full time- exempt,,,,,not-offered,Posting states that employment sponsorship is not offered.,florida_eligibility | employment_type | compensation,2026-08-31T12:36:58.808102+00:00
lever,91f5f849-2097-4b38-9a63-925e95f56354,Rover,Assistant Controller,https://jobs.lever.co/rover/91f5f849-2097-4b38-9a63-925e95f56354,verify,verify,unresolved,0.81,,hybrid,full-time,140761,179228,,,,,florida_eligibility,2026-08-31T12:36:58.809037+00:00
lever,36970285-a58f-4b4f-8916-97a562b4634e,Rover,Database Reliability Engineer,https://jobs.lever.co/rover/36970285-a58f-4b4f-8916-97a562b4634e,verify,verify,unresolved,0.69,,hybrid,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.810026+00:00
lever,0e175286-84b7-4221-86dd-78e24db15943,Rover,Director of Analytics,https://jobs.lever.co/rover/0e175286-84b7-4221-86dd-78e24db15943,verify,verify,unresolved,0.69,,hybrid,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.810976+00:00
lever,e110871c-cc69-48df-afb6-173b1b9aa36a,Rover,Finance Manager,https://jobs.lever.co/rover/e110871c-cc69-48df-afb6-173b1b9aa36a,verify,verify,unresolved,0.69,,onsite,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.811656+00:00
lever,a825940e-3c09-408a-bfe8-a4f14c9f2c9a,Rover,Lead/Senior Software Engineer,https://jobs.lever.co/rover/a825940e-3c09-408a-bfe8-a4f14c9f2c9a,verify,verify,unresolved,0.69,,hybrid,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.812557+00:00
lever,5e3a3dee-ff68-4bd2-8ce6-c40f1fda7cd3,Rover,Privacy Systems Analyst,https://jobs.lever.co/rover/5e3a3dee-ff68-4bd2-8ce6-c40f1fda7cd3,verify,verify,unresolved,0.69,,hybrid,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.813487+00:00
lever,2bf520a7-505a-425b-942d-1d6182a08d6b,Rover,Senior Application Admin - Zendesk,https://jobs.lever.co/rover/2bf520a7-505a-425b-942d-1d6182a08d6b,verify,verify,unresolved,0.69,,onsite,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.814573+00:00
lever,3070b93e-ef1c-4ab3-9a89-c2d977719a42,Rover,Senior Application Analyst - Zendesk,https://jobs.lever.co/rover/3070b93e-ef1c-4ab3-9a89-c2d977719a42,verify,verify,unresolved,0.69,,onsite,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.815657+00:00
lever,f4ed801b-9446-4d89-9640-31df00295f11,Rover,"Senior Counsel: Litigation, Regulatory Advocacy & Policy",https://jobs.lever.co/rover/f4ed801b-9446-4d89-9640-31df00295f11,verify,verify,unresolved,0.81,,hybrid,full-time,182290,242446,,,,,florida_eligibility,2026-08-31T12:36:58.816893+00:00
lever,966abd0e-14d3-42ba-93e8-fe24fd4c8938,Rover,Senior Data Analyst - Operations Analytics,https://jobs.lever.co/rover/966abd0e-14d3-42ba-93e8-fe24fd4c8938,verify,verify,unresolved,0.69,,hybrid,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.817844+00:00
lever,6dd0e002-3005-4848-95ca-2b3c0f773c43,Rover,Senior Director of Lifecycle Strategy,https://jobs.lever.co/rover/6dd0e002-3005-4848-95ca-2b3c0f773c43,verify,verify,unresolved,0.81,,onsite,full-time,196726,261646,,,,,florida_eligibility,2026-08-31T12:36:58.818833+00:00
lever,ee728133-390f-470d-bad0-a5860091d487,Rover,"Senior Director, HRBPs and Employee Experience",https://jobs.lever.co/rover/ee728133-390f-470d-bad0-a5860091d487,verify,verify,unresolved,0.81,,onsite,full-time,180483,243652,,,,,florida_eligibility,2026-08-31T12:36:58.819715+00:00
lever,c73c4f0b-0552-4f2a-bdd3-3a99145042fb,Rover,"Senior Engineering Manager, Commerce Platform",https://jobs.lever.co/rover/c73c4f0b-0552-4f2a-bdd3-3a99145042fb,verify,verify,unresolved,0.81,,hybrid,full-time,198696,264266,,,,,florida_eligibility,2026-08-31T12:36:58.820766+00:00
lever,f05fbca8-fea6-45d4-948d-4e16b14eac9e,Rover,Senior Marketing Manager,https://jobs.lever.co/rover/f05fbca8-fea6-45d4-948d-4e16b14eac9e,verify,verify,unresolved,0.81,,remote,full-time,153430,190766,,,,,florida_eligibility,2026-08-31T12:36:58.821894+00:00
lever,bf6aa5e2-d5ad-4e10-8257-1990ca2533c2,Rover,Senior Product Designer,https://jobs.lever.co/rover/bf6aa5e2-d5ad-4e10-8257-1990ca2533c2,verify,verify,unresolved,0.69,,hybrid,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.823004+00:00
lever,4be50ec7-1224-4f05-9a53-92f015875f8d,Rover,Senior Product Designer Price Experience,https://jobs.lever.co/rover/4be50ec7-1224-4f05-9a53-92f015875f8d,verify,verify,unresolved,0.69,,hybrid,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.824161+00:00
lever,7b645600-5d9f-4bda-9bc2-fb770d0e86dc,Rover,Senior Product Engineer,https://jobs.lever.co/rover/7b645600-5d9f-4bda-9bc2-fb770d0e86dc,verify,verify,unresolved,0.69,,hybrid,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.825461+00:00
lever,25c82f96-3798-453f-9b73-f3877600d2ee,Rover,Senior Technical Program Manager - Partnerships and Integrations,https://jobs.lever.co/rover/25c82f96-3798-453f-9b73-f3877600d2ee,verify,verify,unresolved,0.69,,hybrid,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.826783+00:00
lever,fda6e912-02c1-4bd8-9fde-6df2905be5b5,Rover,Social Media Specialist (Trust and Safety),https://jobs.lever.co/rover/fda6e912-02c1-4bd8-9fde-6df2905be5b5,verify,verify,unresolved,0.69,,remote,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.827678+00:00
lever,21376cdb-4a9c-4ba9-b6d1-ee350d09cc0f,Rover,Software Engineer,https://jobs.lever.co/rover/21376cdb-4a9c-4ba9-b6d1-ee350d09cc0f,verify,verify,unresolved,0.69,,hybrid,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.828512+00:00
lever,db5e968c-95b3-4514-8275-827cad3429d2,Rover,Software Engineer - Backend Platform,https://jobs.lever.co/rover/db5e968c-95b3-4514-8275-827cad3429d2,verify,verify,unresolved,0.69,,hybrid,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.829449+00:00
lever,a81ab324-969a-44f1-89b4-e7ff7487a735,Rover,"Software Engineer, Price Experience",https://jobs.lever.co/rover/a81ab324-969a-44f1-89b4-e7ff7487a735,verify,verify,unresolved,0.81,,hybrid,full-time,108694,136046,,,,,florida_eligibility,2026-08-31T12:36:58.830505+00:00
lever,fe7f0553-d3ab-4f20-a81e-e95e8e8c571a,Rover,"Tax Accountant II, Income Tax",https://jobs.lever.co/rover/fe7f0553-d3ab-4f20-a81e-e95e8e8c571a,verify,verify,unresolved,0.81,,hybrid,full-time,91485,117902,,,,,florida_eligibility,2026-08-31T12:36:58.831341+00:00
lever,210d0c06-5b33-4166-9c01-c735faeed795,Rover,Tax Manager,https://jobs.lever.co/rover/210d0c06-5b33-4166-9c01-c735faeed795,verify,verify,unresolved,0.81,,hybrid,full-time,125000,160000,,,,,florida_eligibility,2026-08-31T12:36:58.832219+00:00
lever,7cd71faa-5b4b-4476-ace6-0a19623569cf,Rover,Trust and Safety Agent - French Speaking (Mon-Fri),https://jobs.lever.co/rover/7cd71faa-5b4b-4476-ace6-0a19623569cf,verify,verify,unresolved,0.69,,onsite,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.833161+00:00
lever,a9df3669-d156-4d19-ab06-1e3e2dab2f98,Rover,Trust and Safety Agent - French Speaking (Tue-Sat),https://jobs.lever.co/rover/a9df3669-d156-4d19-ab06-1e3e2dab2f98,verify,verify,unresolved,0.69,,onsite,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.833904+00:00
lever,1c334d74-861c-4872-8906-499e1d4202ce,Rover,Trust and Safety Agent - German Speaking (Mon-Fri),https://jobs.lever.co/rover/1c334d74-861c-4872-8906-499e1d4202ce,verify,verify,unresolved,0.69,,onsite,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.834819+00:00
lever,2acc93fa-a8e5-4c9a-811e-44542637c884,Rover,Trust and Safety Agent - German Speaking (Tue-Sat),https://jobs.lever.co/rover/2acc93fa-a8e5-4c9a-811e-44542637c884,verify,verify,unresolved,0.69,,onsite,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.835557+00:00
lever,7575ac08-5263-4fd4-91bd-063e4e7de809,BAMKO,Bilingual Human Resources Coordinator,https://jobs.lever.co/bamko/7575ac08-5263-4fd4-91bd-063e4e7de809,verify,verify,unresolved,0.69,,onsite,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.836356+00:00
lever,f6784a41-cf0d-4dde-81f8-e172eefb01b0,BAMKO,Logistics Coordinator,https://jobs.lever.co/bamko/f6784a41-cf0d-4dde-81f8-e172eefb01b0,verify,verify,unresolved,0.69,,remote,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.836473+00:00
lever,034d843a-cd17-4ecc-84f9-be6a2cc6228b,BAMKO,Regional Sales Representative,https://jobs.lever.co/bamko/034d843a-cd17-4ecc-84f9-be6a2cc6228b,verify,verify,unresolved,0.69,,onsite,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.836956+00:00
lever,59633d9a-97fa-45e7-b652-252bed0b9b70,Arbital Health,"Actuary/Senior Actuary, Consulting Practice",https://jobs.lever.co/arbitalhealth/59633d9a-97fa-45e7-b652-252bed0b9b70,verify,verify,unresolved,0.69,,remote,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.837528+00:00
lever,7a592c84-6306-4ee6-b24b-cdf44361e9cd,Arbital Health,AI Engineer,https://jobs.lever.co/arbitalhealth/7a592c84-6306-4ee6-b24b-cdf44361e9cd,verify,verify,unresolved,0.69,,hybrid,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.838359+00:00
lever,b5aeaf70-8b75-4a4f-b7d6-387cb576fa48,Arbital Health,Events & Experiences Manager,https://jobs.lever.co/arbitalhealth/b5aeaf70-8b75-4a4f-b7d6-387cb576fa48,verify,verify,unresolved,0.69,,remote,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.839287+00:00
lever,609c9994-ccdc-4a2e-b34d-c25cfdccb0c6,Arbital Health,Full Stack Engineer,https://jobs.lever.co/arbitalhealth/609c9994-ccdc-4a2e-b34d-c25cfdccb0c6,verify,verify,unresolved,0.69,,remote,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.839950+00:00
lever,02f12f68-3dfb-45cc-95ff-0a2f35735716,Arbital Health,QA Automation Engineer,https://jobs.lever.co/arbitalhealth/02f12f68-3dfb-45cc-95ff-0a2f35735716,verify,verify,unresolved,0.69,,onsite,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.840680+00:00
lever,45de3fd3-68f2-4b85-8892-42829e3a560d,Arbital Health,"Senior Product Manager, Data Platform",https://jobs.lever.co/arbitalhealth/45de3fd3-68f2-4b85-8892-42829e3a560d,verify,verify,unresolved,0.69,,remote,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.841589+00:00
lever,a00434ae-8717-4601-9869-209f0ac58f8b,Arbital Health,Technical Implementation Manager,https://jobs.lever.co/arbitalhealth/a00434ae-8717-4601-9869-209f0ac58f8b,verify,verify,unresolved,0.69,,remote,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.842403+00:00
lever,a1dc40f9-5ed2-4060-a016-ab138b8f8cfe,Arbital Health,"Vice President, Customer Success",https://jobs.lever.co/arbitalhealth/a1dc40f9-5ed2-4060-a016-ab138b8f8cfe,verify,verify,unresolved,0.69,,remote,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.843359+00:00
lever,68ed22c9-afeb-41ba-af11-64a28297d041,Arbital Health,"Vice President, Payer Sales",https://jobs.lever.co/arbitalhealth/68ed22c9-afeb-41ba-af11-64a28297d041,verify,verify,unresolved,0.69,,remote,full-time,,,,,,,florida_eligibility | compensation,2026-08-31T12:36:58.844303+00:00
lever,e48f4449-289b-4c33-9261-29999078522c,Agile Defense,ACAS Administrator - Mid Level,https://jobs.lever.co/agile-defense/e48f4449-289b-4c33-9261-29999078522c,verify,verify,unresolved,0.57,,onsite,regular,,,,,,,florida_eligibility | employment_type | compensation,2026-08-31T12:36:58.845487+00:00
lever,92affb7f-0bd7-4c96-a9b7-7fdd1bffa8ae,Agile Defense,ACAS Administrator - Senior Level,https://jobs.lever.co/agile-defense/92affb7f-0bd7-4c96-a9b7-7fdd1bffa8ae,verify,verify,unresolved,0.57,,onsite,regular,,,,,,,florida_eligibility | employment_type | compensation,2026-08-31T12:36:58.846719+00:00
lever,fc68a2de-a20f-4e19-9fbc-285c751ccbbf,Agile Defense,Advanced Battle Management System (ABMS) Test & Evaluation Analyst - Senior,https://jobs.lever.co/agile-defense/fc68a2de-a20f-4e19-9fbc-285c751ccbbf,verify,verify,partial,0.63,,onsite,contract,,,25,True,,Posting indicates non-full-time employment. | Posting states up to 25% travel. | Posting requires or references a security clearance.,florida_eligibility | employment_type | compensation,2026-08-31T12:36:58.847705+00:00
lever,04509343-b26d-47e5-a9a8-ed83b0c032aa,Agile Defense,Artificial Intelligence Subject Matter Expert (CBP),https://jobs.lever.co/agile-defense/04509343-b26d-47e5-a9a8-ed83b0c032aa,verify,verify,unresolved,0.69,,onsite,regular,180000,235000,,,,,florida_eligibility | employment_type,2026-08-31T12:36:58.849200+00:00
lever,885d6d85-4415-4bf0-93a4-0e38a8597bdc,Agile Defense,Asset Manager Assistant,https://jobs.lever.co/agile-defense/885d6d85-4415-4bf0-93a4-0e38a8597bdc,verify,verify,partial,0.59,,onsite,regular,,,,True,,Posting requires or references a security clearance.,florida_eligibility | employment_type | compensation,2026-08-31T12:36:58.850198+00:00
lever,02d3f6da-4fa6-46b1-9c1c-29ca0e9223f7,Agile Defense,Business & Documentation Admin (Procurement & Operations),https://jobs.lever.co/agile-defense/02d3f6da-4fa6-46b1-9c1c-29ca0e9223f7,verify,verify,partial,0.63,,onsite,contract,,,10,True,,Posting indicates non-full-time employment. | Posting states up to 10% travel. | Posting requires or references a security clearance.,florida_eligibility | employment_type | compensation,2026-08-31T12:36:58.851081+00:00
lever,4e7202a0-c01d-4d73-a699-09e42a05cfbf,Agile Defense,"Cloud Engineers, Senior Engineers, Architects & Automation Specialists (CBP)",https://jobs.lever.co/agile-defense/4e7202a0-c01d-4d73-a699-09e42a05cfbf,verify,verify,unresolved,0.57,,hybrid,regular,,,,,,,florida_eligibility | employment_type | compensation,2026-08-31T12:36:58.852547+00:00
